"","SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_TYPE_SUITE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","EXT_SOURCE_2","EXT_SOURCE_3","FONDKAPREMONT_MODE","HOUSETYPE_MODE","WALLSMATERIAL_MODE","EMERGENCYSTATE_MODE","OBS_30_CNT_SOCIAL_CIRCLE","DEF_30_CNT_SOCIAL_CIRCLE","OBS_60_CNT_SOCIAL_CIRCLE","DEF_60_CNT_SOCIAL_CIRCLE","DAYS_LAST_PHONE_CHANGE","AMT_REQ_CREDIT_BUREAU_HOUR","AMT_REQ_CREDIT_BUREAU_DAY","AMT_REQ_CREDIT_BUREAU_WEEK","AMT_REQ_CREDIT_BUREAU_MON","AMT_REQ_CREDIT_BUREAU_QRT","AMT_REQ_CREDIT_BUREAU_YEAR","BASEMENTAREA_AVG","YEARS_BEGINEXPLUATATION_AVG","YEARS_BUILD_AVG","COMMONAREA_AVG","ELEVATORS_AVG","ENTRANCES_AVG","FLOORSMAX_AVG","FLOORSMIN_AVG","LANDAREA_AVG","LIVINGAPARTMENTS_AVG","LIVINGAREA_AVG","NONLIVINGAPARTMENTS_AVG","NONLIVINGAREA_AVG","APARTMENTS_MODE","BASEMENTAREA_MODE","YEARS_BUILD_MODE","YEARS_BEGINEXPLUATATION_MODE","COMMONAREA_MODE","ELEVATORS_MODE","FLOORSMIN_MODE","LIVINGAREA_MODE","APARTMENTS_MEDI","YEARS_BUILD_MEDI","ENTRANCES_MEDI","LANDAREA_MEDI","NONLIVINGAPARTMENTS_MEDI","NONLIVINGAREA_MEDI","FONDKAPREMONT_MODE.1","LIVINGAREA_MEDI","FLOORSMIN_MEDI","ELEVATORS_MEDI","YEARS_BEGINEXPLUATATION_MEDI","NONLIVINGAREA_MODE","LIVINGAPARTMENTS_MODE","FLOORSMAX_MODE","COMMONAREA_MODE.1","BASEMENTAREA_MODE.1","NONLIVINGAPARTMENTS_AVG.1","LANDAREA_AVG.1","ENTRANCES_AVG.1","YEARS_BUILD_AVG.1","APARTMENTS_AVG","EXT_SOURCE_1"
"29544",134303,1,"Cash loans","F","N","Y",1,157500,640080,29970,450000,"Spouse, partner","Working","Secondary / secondary special","Civil marriage","House / apartment",0.030755,-16322,-195,-4819,-4609,1,1,0,1,0,0,"Medicine staff",3,2,2,"MONDAY",10,0,0,0,0,1,1,"Medicine",0.191241594846676,0.231439351499894,"","","","",7,1,7,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0276487287722368
"54504",163148,0,"Revolving loans","F","N","Y",0,270000,427500,21375,427500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.028663,-13161,-852,-1109,-4503,1,1,0,1,0,0,"Accountants",2,2,2,"FRIDAY",10,0,0,0,0,0,0,"Business Entity Type 3",0.630459560520184,0.622922000268356,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-325,0,0,0,0,0,5,0.0608,0.9871,0.8232,0.0089,0,0.1379,0.1667,0.2083,0.0403,0.0504,0.0559,0,0,0.063,0.0631,0.8301,0.9871,0.0089,0,0.2083,0.0583,0.0625,0.8256,0.1379,0.041,0,0,"reg oper account",0.057,0.2083,0,0.9871,0,0.0551,0.1667,0.0089,0.0631,0,0.0403,0.1379,0.8232,0.0619,0.810207935312892
"2308",102699,0,"Revolving loans","F","N","N",0,135000,180000,9000,180000,"Unaccompanied","Working","Incomplete higher","Civil marriage","House / apartment",0.035792,-8367,-346,-3730,-1008,1,1,0,1,0,0,"Sales staff",2,2,2,"WEDNESDAY",17,1,1,0,1,1,0,"Business Entity Type 3",0.568972504458814,NA,"","","","",0,0,0,0,-220,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82574",195762,0,"Cash loans","F","N","N",1,112500,417024,20191.5,360000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.009657,-18260,-10648,-10138,-1788,1,1,0,1,1,0,"Laborers",3,2,2,"MONDAY",11,0,0,0,0,0,0,"Business Entity Type 2",0.326045116071115,0.560284328040946,"","block of flats","Stone, brick","No",1,0,1,0,-2302,0,0,0,1,0,2,0.1788,0.9776,NA,NA,0.2,0.1724,0.3333,NA,0.225,NA,0.2217,NA,0.1231,0.27,0.1856,NA,0.9777,NA,0.2014,NA,0.231,0.2675,NA,0.1724,0.2289,NA,0.1256,"",0.2257,NA,0.2,0.9776,0.1303,NA,0.3333,NA,0.1856,NA,0.225,0.1724,NA,0.2649,NA
"214761",348854,0,"Cash loans","F","N","N",0,112500,814041,23931,679500,"Unaccompanied","State servant","Secondary / secondary special","Married","House / apartment",0.00496,-14529,-5277,-5923,-4441,1,1,1,1,1,0,"Accountants",2,2,2,"FRIDAY",14,0,0,0,0,1,1,"Other",0.503139840331693,0.554946768533432,"","","","",0,0,0,0,-855,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628464507421034
"96794",212367,0,"Cash loans","M","Y","N",0,225000,539059.5,33106.5,499500,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.006296,-17708,-495,-6562,-1263,1,1,0,1,0,0,"Laborers",1,3,3,"MONDAY",13,0,0,0,0,0,0,"Self-employed",0.569326418388372,NA,"","","","",0,0,0,0,-537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240962",379002,0,"Cash loans","F","N","Y",1,99000,679500,28786.5,679500,"Unaccompanied","Working","Higher education","Married","House / apartment",0.008866,-15508,-7447,-1280,-5606,1,1,1,1,0,0,"Laborers",3,2,2,"TUESDAY",21,0,0,0,0,0,0,"Other",0.777205606683944,0.321735282196685,"reg oper account","block of flats","Stone, brick","No",0,0,0,0,-2561,0,0,0,1,0,4,0.0624,0.9727,0.626,0.0076,0,0.1034,0.1667,0.2083,0.0175,0.0496,0.0471,0.0154,0.0125,0.0662,0.0648,0.6406,0.9727,0.0077,0,0.2083,0.049,0.0656,0.631,0.1034,0.0178,0.0155,0.0128,"reg oper account",0.0479,0.2083,0,0.9727,0.0132,0.0542,0.1667,0.0077,0.0648,0.0154,0.0175,0.1034,0.626,0.0649,0.182789559049613
"152743",277029,0,"Revolving loans","M","N","Y",2,225000,270000,13500,270000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.04622,-13510,-4822,-7602,-3431,1,1,0,1,1,0,"",4,1,1,"SATURDAY",13,0,1,1,1,0,0,"Business Entity Type 3",0.454246579732019,0.817172399279157,"","","","",0,0,0,0,-471,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335942958717336
"193089",323910,0,"Cash loans","F","N","Y",0,157500,284400,16011,225000,"Unaccompanied","Working","Secondary / secondary special","Civil marriage","House / apartment",0.015221,-19982,-848,-115,-3487,1,1,1,1,1,0,"Sales staff",2,2,2,"SATURDAY",9,0,0,0,0,0,0,"Self-employed",0.448798637656496,0.689479142644628,"","","","",3,2,3,1,-508,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75298",187323,0,"Cash loans","M","N","N",0,225000,9e+05,26316,9e+05,"Family","Working","Secondary / secondary special","Married","House / apartment",0.010147,-17684,-2284,-7217,-1235,1,1,1,1,1,0,"Laborers",2,2,2,"MONDAY",12,0,0,0,0,0,0,"Self-employed",0.707565411615097,0.607557300138896,"reg oper spec account","block of flats","Stone, brick","No",5,0,5,0,-1503,0,0,0,0,0,1,0.0747,0.9806,0.7348,0.0175,0,0.1379,0.1667,0.2083,0.0584,0.0588,0.0616,0,0,0.0735,0.0775,0.7452,0.9806,0.0176,0,0.2083,0.0642,0.0729,0.7383,0.1379,0.0594,0,0,"reg oper spec account",0.0627,0.2083,0,0.9806,0,0.0643,0.1667,0.0176,0.0775,0,0.0584,0.1379,0.7348,0.0722,NA
"120958",240239,0,"Cash loans","F","N","Y",2,90000,384048,18810,270000,"Spouse, partner","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-13010,-1177,-1655,-5224,1,1,0,1,0,0,"Sales staff",4,2,2,"FRIDAY",15,0,0,0,0,0,0,"Other",0.163187035464271,NA,"reg oper account","block of flats","Stone, brick","No",8,0,7,0,-370,NA,NA,NA,NA,NA,NA,0.1063,0.997,0.9592,0.0339,0,0.1034,0.1667,0.2083,0.0999,NA,0.0809,NA,0.0339,0.1103,0.1103,0.9608,0.997,0.0342,0,0.2083,0.0843,0.1093,0.9597,0.1034,0.1016,NA,0.0346,"reg oper account",0.0823,0.2083,0,0.997,0.0358,NA,0.1667,0.0342,0.1103,NA,0.0999,0.1034,0.9592,0.1082,NA
"35021",140578,0,"Cash loans","F","N","N",0,67500,501948,13369.5,328500,"Family","Working","Secondary / secondary special","Single / not married","House / apartment",0.016612,-19802,-12627,-12168,-3005,1,1,1,1,1,0,"",1,2,2,"FRIDAY",15,0,0,0,0,1,1,"Business Entity Type 3",0.0531402933898001,NA,"","","","",0,0,0,0,-5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262917",404442,0,"Cash loans","F","Y","N",0,157500,972000,28548,972000,"Unaccompanied","Working","Secondary / secondary special","Married","Office apartment",0.010006,-11772,-4736,-1310,-2282,1,1,1,1,0,1,"Laborers",2,2,2,"WEDNESDAY",16,0,0,0,0,0,0,"Industry: type 9",0.629832690866123,NA,"","block of flats","Panel","No",0,0,0,0,-1490,NA,NA,NA,NA,NA,NA,0.1892,0.9851,NA,NA,0.24,0.2069,0.3333,NA,0.0993,NA,NA,NA,0.0135,0.2216,0.1964,NA,0.9851,NA,0.2417,NA,NA,0.2196,NA,0.2069,0.101,NA,0.0138,"",NA,NA,0.24,0.9851,0.0143,NA,0.3333,NA,0.1964,NA,0.0993,0.2069,NA,0.2175,0.729224327203544
"230194",366628,0,"Cash loans","F","Y","Y",1,171000,208512,20754,180000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.011703,-13063,-2377,-6854,-962,1,1,0,1,1,0,"Core staff",3,2,2,"SUNDAY",11,0,0,0,0,0,0,"Self-employed",0.441108295592319,NA,"","","","",0,0,0,0,-655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8112",109458,0,"Cash loans","F","N","Y",0,184500,245268,16389,202500,"Children","Pensioner","Secondary / secondary special","Married","House / apartment",0.018801,-21159,365243,-8256,-4354,1,0,0,1,0,0,"",2,2,2,"MONDAY",15,0,0,0,0,0,0,"XNA",0.321148679572468,0.216402960515219,"","","","",0,0,0,0,-1990,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84003",197434,0,"Cash loans","F","N","Y",1,225000,1288350,41692.5,1125000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.035792,-17003,-2132,-4699,-462,1,1,0,1,0,0,"Managers",3,2,2,"THURSDAY",9,0,0,0,0,0,0,"Self-employed",0.531585757855249,0.605836264726423,"","block of flats","Panel","No",3,0,3,0,-2290,0,0,0,0,0,2,0,0.9886,0.8436,0.0191,0.16,0.1379,0.3333,0.375,0.0725,0.121,0.144,0,0,0.1513,0,0.8497,0.9886,0.0193,0.1611,0.375,0.15,0.1499,0.8457,0.1379,0.0738,0,0,"",0.1465,0.375,0.16,0.9886,0,0.1322,0.3333,0.0193,0,0,0.0725,0.1379,0.8436,0.1485,NA
"252193",391806,0,"Cash loans","M","Y","Y",0,90000,152820,15241.5,135000,"Unaccompanied","Working","Incomplete higher","Married","House / apartment",0.00702,-18659,-2034,-8587,-2198,1,1,0,1,0,0,"Security staff",2,2,2,"THURSDAY",10,0,0,0,0,0,0,"Security",0.673631360282543,0.422369652354347,"reg oper account","block of flats","Panel","No",2,0,2,0,-733,0,0,0,1,0,0,0.0681,0.9881,0.8368,0.0811,0.1464,0.1262,0.3333,0.2083,0.0452,0.0563,0.0792,0.0039,0.0146,0.0567,0.0528,0.8432,0.9881,0.0166,0.1611,0.0417,0.0622,0.0749,0.839,0.1379,0.0517,0.0039,0.0027,"reg oper account",0.0761,0.2083,0.16,0.9881,0,0.0496,0.3333,0.0166,0.0528,0.0039,0.0452,0.1262,0.8368,0.0711,0.410804456290425
"3398",103967,0,"Revolving loans","M","Y","N",0,337500,180000,9000,180000,"Unaccompanied","Working","Secondary / secondary special","Single / not married","House / apartment",0.018634,-11556,-1153,-3,-1448,1,1,0,1,0,0,"Managers",1,2,2,"FRIDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0.55410284153779,0.298594989787397,"","block of flats","Panel","No",0,0,0,0,-584,0,0,0,0,2,1,NA,0.9881,NA,NA,0.04,0.2414,0.3333,NA,NA,NA,0.2812,NA,NA,0.2647,NA,NA,0.9881,NA,0.0403,NA,0.293,0.2623,NA,0.2414,NA,NA,NA,"",0.2863,NA,0.04,0.9881,NA,NA,0.3333,NA,NA,NA,NA,0.2414,NA,0.2598,NA
"174472",302187,0,"Cash loans","M","Y","Y",0,315000,878733,31261.5,733500,"Unaccompanied","Working","Higher education","Single / not married","House / apartment",0.006305,-11045,-113,-4339,-330,1,1,0,1,0,0,"Laborers",1,3,3,"WEDNESDAY",8,0,0,0,0,1,1,"Business Entity Type 2",0.144034334234871,0.280789574384861,"","","","",0,0,0,0,-377,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215764460197248
"22699",126411,0,"Revolving loans","M","Y","Y",0,157500,405000,20250,405000,"Family","Commercial associate","Higher education","Single / not married","House / apartment",0.019689,-11452,-1614,-5551,-3787,1,1,0,1,1,0,"Sales staff",1,2,2,"FRIDAY",15,0,0,0,0,0,0,"Business Entity Type 3",0.598358865368542,0.689479142644628,"","","","",0,0,0,0,-1012,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272484",415904,1,"Cash loans","M","Y","Y",0,225000,360000,21883.5,360000,"Unaccompanied","Working","Secondary / secondary special","Married","With parents",0.026392,-9894,-2721,-4245,-2516,1,1,0,1,0,0,"Laborers",2,2,2,"MONDAY",13,0,0,0,0,1,1,"Business Entity Type 3",0.703718254599601,0.309275355884205,"","block of flats","Stone, brick","No",2,0,2,0,-1642,0,0,0,7,0,4,0.029,0.9771,NA,NA,0.0168,0.0586,0.2583,NA,0.041,NA,0.0392,NA,0,0.0567,0.0229,NA,0.9757,NA,0,NA,0.0391,0.0562,NA,0.0345,0.0418,NA,0,"",0.0389,NA,0,0.9801,0,NA,0.3333,NA,0.0229,NA,0.041,0.0586,NA,0.053,NA
"303090",451148,0,"Cash loans","M","N","N",2,180000,360000,28440,360000,"Unaccompanied","Working","Secondary / secondary special","Separated","House / apartment",0.015221,-14104,-6190,-1394,-4456,1,1,0,1,0,0,"",3,2,2,"WEDNESDAY",19,0,0,0,0,0,0,"Agriculture",0.545616203239782,0.6738300778602,"","","","",1,0,1,0,-291,0,0,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240490635149617
"143814",266756,0,"Cash loans","F","N","Y",0,163800,755190,36459,675000,"Unaccompanied","Pensioner","Secondary / secondary special","Civil marriage","House / apartment",0.0228,-22785,365243,-4852,-4684,1,0,0,1,0,0,"",2,2,2,"TUESDAY",12,0,0,0,0,0,0,"XNA",0.664855858823428,0.670651753086272,"reg oper account","block of flats","Stone, brick","No",6,1,6,0,-840,0,0,0,0,0,2,0.0879,0.9925,0.898,0.0123,0,0.2069,0.1667,0.0417,0,0.0756,0.0806,0,0,0.0945,0.0912,0.902,0.9926,0.0124,0,0.0417,0.084,0.0937,0.8994,0.2069,0,0,0,"reg oper account",0.0821,0.0417,0,0.9925,0,0.0826,0.1667,0.0124,0.0912,0,0,0.2069,0.898,0.0928,NA
"240812",378846,0,"Cash loans","F","N","N",0,360000,805536,34258.5,720000,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.02461,-20510,365243,-1440,-622,1,0,0,1,0,0,"",2,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"XNA",0.455347288546132,0.165407459655544,"","","","",2,0,2,0,-630,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30741",135680,0,"Cash loans","F","N","Y",0,112500,927000,27234,927000,"Family","Working","Secondary / secondary special","Married","House / apartment",0.008625,-18176,-9340,-9736,-1715,1,1,0,1,0,0,"Sales staff",2,2,2,"MONDAY",11,0,0,0,0,0,0,"Trade: type 7",0.47463541221384,0.71215515519107,"","block of flats","Panel","No",0,0,0,0,-2363,0,0,0,1,1,1,0.1005,0.9801,NA,NA,0,0.2069,0.1667,NA,NA,NA,0.0851,NA,0.0127,0.0945,0.1043,NA,0.9801,NA,0,NA,0.0886,0.0937,NA,0.2069,NA,NA,0.013,"",0.0866,NA,0,0.9801,0.0135,NA,0.1667,NA,0.1043,NA,NA,0.2069,NA,0.0928,NA
"125391",245410,0,"Revolving loans","M","Y","Y",0,157500,270000,13500,270000,"Spouse, partner","Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-16228,-6176,-8505,-4631,1,1,0,1,0,0,"Laborers",2,2,2,"FRIDAY",15,0,0,0,0,0,0,"Business Entity Type 2",0.292487481490758,0.863363382410148,"reg oper spec account","block of flats","Block","No",2,0,2,0,-380,0,0,0,0,0,0,0.072,0.9856,0.8028,0.0087,0,0.1379,0.1667,0.2083,0.0585,0.0672,0.0579,0,0,0.084,0.0747,0.8105,0.9856,0.0088,0,0.2083,0.0604,0.0833,0.8054,0.1379,0.0596,0,0,"reg oper spec account",0.059,0.2083,0,0.9856,0,0.0735,0.1667,0.0088,0.0747,0,0.0585,0.1379,0.8028,0.0825,NA
"15313",117876,0,"Cash loans","F","N","Y",2,162000,1067418,31207.5,891000,"Family","Working","Secondary / secondary special","Civil marriage","House / apartment",0.018634,-13169,-670,-4246,-4213,1,1,0,1,0,0,"",4,2,2,"TUESDAY",12,0,1,1,0,1,1,"Business Entity Type 1",0.2461805150666,0.120641029930923,"","","","",0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48709",156407,0,"Cash loans","F","N","N",0,112500,1436850,42142.5,1125000,"Unaccompanied","Pensioner","Secondary / secondary special","Single / not married","House / apartment",0.018801,-23604,365243,-3,-4687,1,0,0,1,0,0,"",1,2,2,"FRIDAY",8,0,0,0,0,0,0,"XNA",0.470705577073214,NA,"not specified","block of flats","Stone, brick","No",0,0,0,0,-1532,NA,NA,NA,NA,NA,NA,0.0552,1,0.9932,0.0458,0.08,0.069,0.4167,0.4583,0.0593,0.0992,0.101,0.1313,0.0394,0.1597,0.0573,0.9935,1,0.0462,0.0806,0.4583,0.1053,0.1582,0.9933,0.069,0.0603,0.132,0.0402,"not specified",0.1029,0.4583,0.08,1,0.0417,0.1084,0.4167,0.0462,0.0573,0.1313,0.0593,0.069,0.9932,0.1567,NA
"155036",279705,0,"Cash loans","M","N","N",0,90000,157914,15745.5,139500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.030755,-21274,365243,-9848,-2294,1,0,0,1,0,0,"",2,2,2,"TUESDAY",10,0,0,0,0,0,0,"XNA",0.341949094715441,NA,"","block of flats","Stone, brick","No",3,0,3,0,0,NA,NA,NA,NA,NA,NA,0.0297,0.9598,NA,NA,0,0.069,0.0833,NA,0,NA,0.0185,NA,0,0.0126,0.0308,NA,0.9598,NA,0,NA,0.0193,0.0125,NA,0.069,0,NA,0,"",0.0189,NA,0,0.9598,0,NA,0.0833,NA,0.0308,NA,0,0.069,NA,0.0124,NA
"292918",439349,0,"Cash loans","F","N","Y",2,315000,1078200,30897,9e+05,"Unaccompanied","Working","Higher education","Married","House / apartment",0.006305,-11219,-2449,-5267,-2163,1,1,0,1,0,0,"Sales staff",4,3,3,"THURSDAY",5,0,0,0,0,0,0,"Self-employed",0.414224613852265,0.55138126180279,"","","","",0,0,0,0,-536,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582715946807846
"77650",190030,0,"Cash loans","M","Y","N",0,386473.5,1980000,75415.5,1980000,"Unaccompanied","Working","Higher education","Civil marriage","House / apartment",0.031329,-8935,-1144,-1098,-1555,1,1,1,1,0,0,"Managers",2,2,2,"WEDNESDAY",15,0,0,0,0,0,0,"Trade: type 2",0.51477459989756,0.560284328040946,"reg oper account","block of flats","Stone, brick","No",7,1,7,1,-341,0,0,0,2,1,4,0.0228,0.9801,0.728,0.01,0.016,0.131,0.2333,0.275,0.0164,0.0657,0.0714,0.0015,0.003,0.0735,0,0.7256,0.9791,0.0078,0,0.2083,0.0464,0.0729,0.7182,0.1379,0.0149,0,0,"reg oper account",0.0686,0.2083,0,0.9791,0,0.0643,0.1667,0.0078,0,0.0015,0.0164,0.131,0.728,0.081,NA
"112711",230740,0,"Cash loans","F","Y","Y",0,135000,679266,25083,567000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.022625,-16796,-1004,-9249,-307,1,1,0,1,0,0,"Cooking staff",2,2,2,"FRIDAY",17,0,0,0,0,1,1,"School",0.663241111654286,0.616121690887208,"","","","",0,0,0,0,-143,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54655",163327,1,"Cash loans","M","N","Y",0,90000,808650,26086.5,675000,"Unaccompanied","Working","Secondary / secondary special","Married","House / apartment",0.015221,-18093,-1382,-8767,-1577,1,1,1,1,0,0,"",2,2,2,"FRIDAY",9,0,0,0,0,0,0,"Business Entity Type 3",0.261425732808907,NA,"","","","",5,0,5,0,-1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377845016939343
"90469",205030,0,"Cash loans","F","N","Y",0,121500,814041,23931,679500,"Unaccompanied","Pensioner","Secondary / secondary special","Married","House / apartment",0.0228,-22691,365243,-10591,-4934,1,0,0,1,0,0,"",2,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"XNA",0.339635259661979,0.71510310199261,"","","","",7,0,7,0,-1827,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43394",150232,0,"Cash loans","M","N","N",0,270000,835744.5,31099.5,747000,"Unaccompanied","Commercial associate","Secondary / secondary special","Married","House / apartment",0.022625,-11575,-579,-5619,-3547,1,1,0,1,0,0,"Managers",2,2,2,"FRIDAY",11,0,0,0,0,0,0,"Business Entity Type 3",0.450059393174195,0.425892898005153,"reg oper account","block of flats","Panel","No",2,0,2,0,-4,0,0,0,2,0,0,0.1233,0.4933,0.8232,0.0401,0.08,0.1379,0.3333,0.375,0.1118,0.121,0.171,0,0,0,0.128,0.8301,5e-04,0.0405,0,0.375,0.1781,0.0749,0.8256,0.1379,0.1137,0,0,"reg oper account",0.174,0.375,0.08,0.4933,0,0.1322,0.3333,0.0405,0.128,0,0.1118,0.1379,0.8232,0.0742,NA
